TransactionID,isFraud,TransactionDT,TransactionAmt,card1
3000234,0,138873,21.40586196679375,12592
3000235,0,139082,35.8799324476664,10300
3000236,0,139299,18.760726887489245,15256
3000237,0,139458,54.73238190826244,14465
3000238,1,139880,66.63428068785386,3856
3000239,0,140036,38.90065977728611,4122
3000240,0,140175,18.833226592221898,3560
3000241,0,140228,69.59658523602506,10093
3000242,0,140624,43.34511203397194,15519
3000243,0,140702,12.08433013685834,17993
3000244,0,140911,27.004370243982923,7196
3000245,1,141480,84.8776255766001,8805
3000246,1,141621,98.2300743473681,4061
3000247,0,141726,20.402220505720003,2960
3000248,0,142012,1.8857124188536947,5886
3000249,1,142111,129.75408679583842,1175
3000250,0,142221,117.92221142194796,8294
3000251,1,142353,13.61199189131976,17744
3000252,0,142513,88.48192034966269,2572
3000253,1,142641,21.59042999397356,11679
3000254,0,142866,185.10562505873608,17918
3000255,0,143029,65.75221843832655,13956
3000256,0,143374,120.6340333025668,7458
3000257,1,143461,160.75364481189786,16641
3000258,0,143462,88.57280163393109,16357
3000259,1,143492,72.40772868809773,9455
3000260,1,144373,79.3199277608272,7157
3000261,0,144448,253.27234904285666,2487
3000262,0,144671,76.4359379512073,16157
3000263,0,144705,4.374434773133295,14739
3000264,1,144764,49.42065687924978,1368
3000265,0,144933,10.770268850182928,5314
3000266,0,144998,26.983630823161608,15918
3000267,0,145250,0.9672758766775572,2602
3000268,0,145576,47.601150032413216,4281
3000269,0,145897,0.17118864166422848,9121
3000270,1,145927,57.8767415807165,11082
3000271,1,146230,11.227599835337324,14551
3000272,0,146357,77.6991764671877,5274
3000273,0,146599,109.24433662397676,13763
3000274,0,146711,76.28258481909735,13071
3000275,0,147368,11.820780985467444,3786
3000276,0,147503,0.2467957457340393,14468
3000277,0,147822,13.822707779937943,11201
3000278,0,147893,4.05025700839803,3181
3000279,0,148133,62.299302499470144,1472
3000280,0,148237,38.58481869014344,3843
3000281,0,148324,18.93215642378919,9267
3000282,0,148662,39.6378958355226,8606
3000283,0,149148,8.248760996777465,7907
3000284,0,149307,114.98846081037422,16001
3000285,1,149495,123.41995183601323,10801
3000286,1,150030,132.1121817318841,6850
3000287,0,150112,195.0501660843964,5784
3000288,0,150181,72.41833601758654,4927
3000289,0,150450,24.131140820703973,12548
3000290,0,150562,61.14992137820116,4065
3000291,0,151349,6.980454037435105,13482
3000292,0,151440,48.38831563984297,5934
3000293,1,151501,7.527066782788983,16421
3000294,1,151856,7.9963807610266295,14541
3000295,0,152242,28.565237426926743,15939
3000296,1,152327,58.63247569973223,9658
3000297,0,152782,5.248600951899482,1894
3000298,0,153066,55.64026402777571,12741
3000299,0,153256,7.924181781491707,12572
3000300,0,153378,126.04359432652818,4924
3000301,1,153673,72.89525451202962,12605
3000302,0,154127,94.78755421738454,5897
3000303,0,154234,55.03297096147332,6203
3000304,0,154563,33.905304017223976,4336
3000305,0,154689,125.05634786301405,13475
3000306,1,155525,155.3654631817888,8897
3000307,0,155735,35.26876376611297,14280
3000308,1,155973,60.61032060765494,3474
3000309,1,156606,122.63745904305361,10564
3000310,1,156640,75.03605723137933,9267
3000311,1,156945,74.31006933456072,16803
3000312,0,157447,27.292588684342274,12630
3000313,0,157510,8.39759780823662,17303
3000314,0,157574,17.576262025892824,2617
3000315,0,157610,52.868746851238846,13783
3000316,1,157808,40.146318474928286,12273
3000317,1,157867,2.87686531913009,8718
3000318,1,157963,23.759935592837262,8821
3000319,0,158153,11.882560048881562,11014
3000320,1,158588,140.6215619064704,13313
3000321,1,158774,19.87981297693959,16557
3000322,1,158789,29.92283540596667,11133
3000323,1,158840,30.055553626262625,16704
3000324,1,159615,78.31627671714178,2948
3000325,0,159814,10.964598777455757,13776
3000326,0,159913,15.746803718913851,14190
3000327,1,160190,57.395838319114546,6210
3000328,1,160387,39.39065537344329,5136
3000329,0,160522,7.972586574332556,8724
3000330,1,160627,70.91865489339794,8660
3000331,1,161253,24.770846383987376,14457
3000332,0,161285,86.10906420157649,13573
3000333,1,161813,320.87366403777503,14136
3000334,0,162145,9.761263877685288,9470
3000335,1,162154,6.501536983999355,10258
3000336,0,162332,36.07952743056897,15572
3000337,0,162501,30.255412848985102,4780
3000338,0,162619,52.75863605773261,2059
3000339,0,162885,78.62936116343629,14293
3000340,1,162954,9.930867681293197,15771
3000341,0,163009,2.6112865774625527,1043
3000342,1,163247,24.311115759206015,6744
3000343,0,163445,40.14103041716231,1413
3000344,0,163666,24.545162259516058,15113
3000345,0,163860,12.891625358015851,12354
3000346,0,163912,4.835185408529176,11599
3000347,1,163967,7.324769975562946,2937
3000348,0,164803,18.4135422874623,14558
3000349,1,164811,102.27484433720429,3208
3000350,0,165020,21.638511008367527,6136
3000351,0,165061,64.85649736617468,6040
3000352,0,165262,66.83306711879628,3863
3000353,0,165338,211.03576187351382,10171
3000354,0,165422,47.216295201775786,8975
3000355,0,165446,71.87903763348257,10884
3000356,0,165686,15.606674035387805,15427
3000357,0,165753,14.280297455738058,4781
3000358,1,166220,28.061451937891896,13062
3000359,1,166689,15.579422089822097,7563
3000360,1,166697,36.33234984416377,5888
3000361,0,166832,2.7961842610477063,9208
3000362,0,166918,15.538264537486542,16017
3000363,0,167807,6.998606357339693,8793
3000364,0,168041,5.724790236124067,6594
3000365,0,168246,71.19730508389416,5642
3000366,0,168797,22.114476462918308,15035
3000367,0,169394,17.804319840552935,1658
3000368,1,169496,9.520200125403898,10536
3000369,0,170397,6.291757211583889,13204
3000370,0,171009,5.048550849653458,6396
3000371,1,171009,257.24840055990336,16891
3000372,1,171551,38.682115930659734,13792
3000373,0,171686,13.2300621983404,8634
3000374,0,171821,20.930232652077077,17652
3000375,0,172013,36.11226674180186,6849
3000376,1,172353,54.68881959365531,16662
3000377,1,172553,90.54923545900351,13960
3000378,0,172579,142.70263734744748,16100
3000379,0,172755,10.868014364337553,12026
3000380,0,172923,23.14601333473014,1600
3000381,0,173565,61.60756495818839,7021
3000382,0,174285,26.794002700903413,8651
3000383,0,174430,4.281968977843626,4516
3000384,1,174598,23.034011661679106,17393
3000385,1,174926,16.21411552456794,12533
3000386,0,175496,29.831876768494336,12772
3000387,0,175513,1.3837922968287324,6555
3000388,1,176106,28.220776004038495,12584
3000389,0,176230,82.82424678792714,16047
3000390,1,176291,95.69926654742919,9839
3000391,0,176326,36.47838606185918,15391
3000392,1,176749,7.456057513411929,15973
3000393,1,177100,23.202516828787534,1019
3000394,0,177414,29.607439456924467,2388
3000395,0,177611,22.37971381949855,12213
3000396,0,178230,45.822881798138766,11458
3000397,0,178561,51.139661772171465,2931
3000398,1,178571,29.257745391621764,15204
3000399,0,178708,6.513303108111411,2764
3000400,0,179023,15.149338219496943,9528
3000401,0,179197,118.94793986992278,12891
3000402,0,179758,11.217988054791446,10371
3000403,0,180188,11.274382553231982,16156
3000404,0,180632,75.06341014345915,3512
3000405,0,180803,24.509445005344254,8514
3000406,0,181363,67.86076896557121,13469
3000407,0,181514,62.68943337353814,9213
3000408,1,181731,35.4369987316766,14372
3000409,0,181749,49.56173291624222,14519
3000410,0,181870,37.54346099944764,15533
3000411,0,182055,58.14350172842621,10780
3000412,1,182287,68.11232588188491,1403
3000413,0,182537,43.87277379385975,17428
3000414,0,182609,224.39439483781007,8267
3000415,0,182618,49.231930825476574,8258
3000416,0,182721,37.85697630500183,16203
3000417,1,182758,22.488307547164048,1814
3000418,0,183075,66.20826788735283,2853
3000419,1,183185,10.05955089231436,4088
3000420,0,183280,93.9244893676676,10999
3000421,0,183398,10.591750064787329,3418
3000422,0,183578,31.950524729809636,17231
3000423,0,184007,61.97130553734678,9299
3000424,0,184412,30.53900931018753,5799
3000425,0,184544,108.09563367143487,9134
3000426,0,184715,11.068994510066652,7908
3000427,0,184838,48.58306394847247,15444
3000428,0,184881,16.165496642109538,15404
3000429,1,185189,212.06687196103493,14489
3000430,0,185446,35.69030973288613,15100
3000431,0,185551,101.23511925040522,8573
3000432,0,185740,4.638711799734507,7563
3000433,0,186076,47.20019350387061,13382
3000434,0,186657,8.882119144363752,7417
3000435,0,187020,239.44562327634796,1347
3000436,0,187097,12.931009389889937,2648
3000437,0,187552,33.27050302634609,6571
3000438,1,187896,64.7703534645893,14489
3000439,0,188569,58.87864378303554,11500
3000440,0,188576,81.00434451182119,12204
3000441,0,188687,27.741658990260028,10114
3000442,0,189148,88.75717347027742,13550
3000443,0,189175,11.928837615034741,8002
3000444,0,189401,53.21633855577511,7191
3000445,0,189405,23.449072638194266,7763
3000446,0,189840,56.6416282042966,9771
3000447,1,190005,3.0811931963248296,6024
3000448,0,190182,18.821517183334123,5367
3000449,0,190980,36.608773193464636,10858
3000450,0,190980,26.646068058838907,13205
3000451,1,190984,183.7663379414839,8225
3000452,0,191220,31.30486754727696,1268
3000453,0,191434,9.258974521832444,17913
3000454,0,191857,64.61589145199855,3208
3000455,0,192094,123.28435171124494,10640
3000456,1,192329,88.07699718838693,9592
3000457,0,193287,4.426551312611563,9753
3000458,0,193463,73.74748017330629,16541
3000459,0,193473,2.3871319017518347,17666
3000460,0,193749,0.610816575690314,1726
3000461,0,193859,18.530186295998945,10869
3000462,0,194069,37.217435715523365,17051
3000463,1,194300,100.18950754907554,2172
3000464,0,194685,30.037184051254112,7923
3000465,0,195176,9.73378130968853,9627
3000466,0,195467,0.7616479740148577,5505
3000467,0,195670,17.26128672735149,6676
3000468,1,196202,155.60327356254714,15717
3000469,0,196306,17.039206086377643,1937
3000470,1,196420,84.63301156854733,11911
3000471,0,196472,21.133945868318673,4074
3000472,0,196612,38.265752848158144,6434
3000473,0,196771,70.77691564108684,9823
3000474,0,196883,66.86232881883586,16137
3000475,0,196970,122.5439429501322,12923
3000476,0,197412,5.9795752295666205,6746
3000477,1,197487,40.72504192416475,15601
3000478,0,197630,10.359802851647387,9750
3000479,0,197641,12.699974681940859,9108
3000480,0,198008,27.667738268015363,16127
3000481,1,198941,39.89547139515153,7073
3000482,0,199025,13.380215452405048,2152
3000483,1,199035,20.150146664673315,8039
3000484,0,199089,5.970733762722756,15059
3000485,0,199548,39.79735076071642,15279
3000486,1,199609,204.36644462580213,11294
3000487,0,199815,11.876480912977987,5787
3000488,0,199968,9.352683877659357,14230
3000489,0,200081,17.848751101189052,14014
3000490,1,200725,116.97879224055478,3254
3000491,0,200883,2.5088189268818852,8358
3000492,0,200963,11.911341150040803,15839
3000493,1,201156,84.60187443762388,5010
3000494,1,201218,54.23162897662527,2463
3000495,1,201504,32.67643738364387,4687
3000496,0,201613,27.143341515502428,5232
3000497,1,201980,47.87289990084557,13017
3000498,0,202024,1.1214628753660603,9685
3000499,1,202639,199.00795277192597,8705
3000500,0,202709,212.57540229630933,3829
3000501,1,203087,11.610464218977242,1575
3000502,0,203140,96.34487431976733,4946
3000503,0,203190,34.02204203273405,10311
3000504,1,203252,6.766165919004289,3370
3000505,0,203255,42.13893836901489,15729
3000506,0,203383,55.341054289833636,10545
3000507,0,203547,16.577995793198127,15930
3000508,1,203549,88.93697198472431,14732
3000509,0,203726,0.24373783824890843,9438
3000510,0,204503,24.82136675988723,5686
3000511,0,204649,74.93047127511723,17193
3000512,0,204940,74.16806746197376,12212
3000513,0,205122,23.313958137813845,5816
3000514,0,205233,23.11320081143832,2327
3000515,0,205481,43.21784553034102,13680
3000516,0,205667,39.91687247708276,6536
3000517,0,206088,57.16868165885231,16439
3000518,0,206457,91.78076980872338,12515
3000519,0,206576,187.9948462214034,9833
3000520,0,206695,85.20097152131059,9167
3000521,0,206801,10.957252227559328,16399
3000522,0,207123,34.447248081553745,10445
3000523,0,207195,28.04285977322887,13480
3000524,0,208011,22.221904444887397,4576
3000525,1,208040,14.864634903737887,17466
3000526,0,208306,37.49225882978253,8489
3000527,1,208409,47.447060633060126,16168
3000528,0,208646,64.96030702917488,5533
3000529,0,208665,20.37649828381431,10992
3000530,0,208841,20.3879014138674,17066
3000531,0,208904,24.919595427820518,3417
3000532,0,208910,38.387691063951515,5516
3000533,0,209429,19.02175652298918,9160
3000534,1,209534,53.86363728166478,15203
3000535,0,209816,25.852843942270397,12411
3000536,1,209859,25.721186442506383,2248
3000537,0,210091,70.37929476648883,15773
3000538,0,210134,95.47810228970934,15196
3000539,0,210396,5.180458500640436,10730
3000540,0,210736,1.3264722685461952,1744
3000541,0,210898,14.86758276537897,2836
3000542,1,210917,90.14820956451776,14384
3000543,0,211001,38.71746054341312,6606
3000544,0,211095,32.053194008738444,13156
3000545,0,211198,136.9260731826434,1980
3000546,1,211265,92.34334593446088,5081
3000547,1,211534,135.46411896395173,13375
3000548,0,211626,93.84837175042283,16137
3000549,0,211941,17.81109391258619,16546
3000550,0,212109,27.370124189976213,10768
3000551,1,212416,60.26911242846258,1376
3000552,0,213103,21.68724217737145,16034
3000553,0,213263,63.7447487050097,11405
3000554,0,213346,3.7671745527240694,12707
3000555,0,213448,6.875826213291241,14015
3000556,1,213536,12.734231699118526,12063
3000557,1,213980,45.005500034985396,10542
3000558,0,214174,2.738119529808781,5117
3000559,0,214630,0.2282945432632434,9651
3000560,1,214678,116.83268376011347,15185
3000561,0,214681,55.4239955261934,17087
3000562,1,215938,103.7096594320315,11703
3000563,0,216090,44.616979389974716,4432
3000564,0,216463,16.248288036179446,8698
3000565,0,216465,46.4645283865262,3676
3000566,0,216668,9.188127350259418,2319
3000567,0,217047,179.24546933031962,4169
3000568,0,217104,3.619153219420921,12938
3000569,1,217111,19.353022375833127,2617
3000570,0,217290,31.303886176096412,1876
3000571,0,217322,80.25298986601152,16126
3000572,0,217646,53.736728624742355,1716
3000573,1,217858,103.47895996514691,14394
3000574,0,218560,4.012869529941361,3709
3000575,0,218749,81.05543383889336,6700
3000576,0,218879,139.34544689437854,11172
3000577,0,219085,114.47569100057878,5663
3000578,0,219424,21.42760527652596,16093
3000579,1,219482,7.355967468278281,13409
3000580,1,220181,18.67358286579748,6205
3000581,1,220562,81.64227231474598,6192
3000582,1,220598,129.14130864473165,4015
3000583,0,220947,114.58694727879457,13458
3000584,0,221031,129.03088870552776,5846
3000585,1,221507,248.2310619310204,2227
3000586,1,221571,75.55845814190108,1408
3000587,0,221977,53.71665965789255,16489
3000588,0,222163,73.44148035225314,9227
3000589,0,223180,10.82665985802793,2811
3000590,1,223288,7.3483749040961115,2666
3000591,1,223611,125.95604298591509,6340
3000592,0,224269,9.551588641032076,5011
3000593,1,224682,26.4785469886543,17092
3000594,0,224803,138.74456415344807,3474
3000595,0,224951,21.34470317940189,16724
3000596,0,225095,0.647013864203097,8611
3000597,0,225323,2.9820236815046965,4650
3000598,1,225412,119.62100579183131,13741
3000599,0,225443,211.1114084854364,13110
3000600,1,225601,26.634648140225988,4275
3000601,1,225735,6.7259001824475515,6997
3000602,0,225928,8.591436760903463,1908
3000603,0,226036,33.22433816742458,13650
3000604,1,226468,29.52312633392134,1389
3000605,0,226792,48.406355774374,10916
3000606,0,226859,11.815252822201758,9379
3000607,0,226878,36.72988844850158,13576
3000608,0,227312,41.575427590706674,16156
3000609,0,227462,29.999108280166958,11157
3000610,1,227591,18.849264717991293,9531
3000611,0,227961,31.193760785275614,2285
3000612,1,228172,46.15920233065786,15671
3000613,0,228427,86.41887160655327,16770
3000614,0,228553,69.1849862398899,3455
3000615,0,228981,12.217368651519507,4215
3000616,1,229110,139.35305783865218,14916
3000617,1,229265,10.097691076146795,2648
3000618,1,229434,118.68008211397606,10447
3000619,1,229777,76.92200566862188,15047
3000620,0,229868,105.81553662166445,8297
3000621,1,230002,35.74148454626205,1124
3000622,0,230275,10.69807077667529,3770
3000623,0,231159,75.80314772972831,2439
3000624,0,231363,56.90211394945813,16655
3000625,0,231961,9.631045796505818,13036
3000626,0,232031,95.6976654597919,13687
3000627,1,232086,29.863070991227552,11129
3000628,0,232421,86.41244927816861,13449
3000629,0,232516,5.611554359220971,12091
3000630,0,232555,65.19150349119597,3365
3000631,1,232683,34.54492147899914,16114
3000632,0,232963,76.87835664168175,2671
3000633,0,232989,36.716472842175776,5557
3000634,0,233068,65.46162310758037,4247
3000635,0,233324,102.08307821571137,3061
3000636,1,233353,89.43814713295882,3972
3000637,0,233570,294.69550882777173,15775
3000638,0,233851,52.20760274276613,1309
3000639,0,234135,22.591999246859697,6951
3000640,1,234331,152.61253734721183,8391
3000641,0,234332,116.38679501937068,17656
3000642,1,234390,41.39448567968482,17934
3000643,0,234423,53.751260950670854,17144
3000644,1,234448,27.13885857308905,10977
3000645,1,234963,24.7563740117536,1173
3000646,0,235477,40.065164212855194,11317
3000647,0,235608,1.4580502326658837,17711
3000648,0,236691,56.068373091379954,1903
3000649,1,236793,74.87737741912825,16261
3000650,0,237442,120.9684948316045,1656
3000651,0,237457,24.869737348476882,14662
3000652,0,237486,25.76339458550832,7867
3000653,0,237570,28.417365805993033,2167
3000654,1,237659,41.6778623679487,5733
3000655,1,238590,63.15696133586079,11670
3000656,0,238908,26.27942011550121,15324
3000657,0,239299,15.72782237673606,16732
3000658,1,239686,83.0099738738207,15159
3000659,1,240274,93.9125858478665,9206
3000660,0,240410,27.15031583664353,1529
3000661,1,240653,43.6714953029335,5269
3000662,0,241077,32.58377001326063,3482
3000663,0,241149,11.703374906140235,9121
3000664,1,241226,33.01145256163784,2999
3000665,1,241444,17.148571876709898,10421
3000666,0,241635,48.74247990562188,12916
3000667,0,241756,14.914919521255696,3704
3000668,0,241946,14.435219265410716,15761
3000669,0,241999,37.013969323569704,15734
3000670,1,242284,19.27631272169858,10995
3000671,0,242400,3.767158997633196,1749
3000672,0,242791,11.508833223009228,6352
3000673,1,243593,14.206157505883137,3820
3000674,0,243605,46.729382654469894,9168
3000675,0,243618,87.55798467570071,10340
3000676,1,244163,178.22613211353345,11518
3000677,0,244529,138.3857171147829,9832
3000678,1,244784,38.35508085241793,2052
3000679,0,245353,26.877924116351164,10234
3000680,0,245492,36.07665549881918,3376
3000681,0,245666,84.65401419441353,17357
3000682,0,245803,1.4884623347092385,15926
3000683,0,245916,109.85322510123213,1706
3000684,0,245926,40.39455276614284,2236
3000685,0,246036,185.10144381865365,14524
3000686,0,246080,45.10828306126345,9898
3000687,1,246287,71.4147158617302,13004
3000688,1,246493,2.876316952997791,5492
3000689,1,247117,30.50256920131987,8949
3000690,1,247379,39.31681749167548,14527
3000691,0,247898,24.282771367637473,6147
3000692,0,248053,124.91708542170088,14788
3000693,0,248428,116.39198076159173,5986
3000694,0,249571,93.7608209111524,1971
